Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
schedulingTask,Firefox 68.0,,,2019-09-25 04:45:00,2019-09-25 04:46:21,1m - 20.978s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/Sale/TC_Sales_001,Firefox 68.0,,,2019-09-25 04:45:01,2019-09-25 04:46:21,1m - 19.977s,ERROR
Start listener action : sampleBeforeTestCase,Firefox 68.0,,,2019-09-25 04:45:01,2019-09-25 04:45:02,0.015s,PASSED
Start listener action : sampleBeforeTestCase,Firefox 68.0,,,2019-09-25 04:45:02,2019-09-25 04:45:02,0.000s,PASSED
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Firefox 68.0,,,2019-09-25 04:45:02,2019-09-25 04:45:12,9.371s,PASSED
delay(delayForElement),Firefox 68.0,,,2019-09-25 04:45:12,2019-09-25 04:45:18,6.096s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), RetailAccountOption, ""Select by Value"", [25])",Firefox 68.0,,,2019-09-25 04:45:18,2019-09-25 04:45:44,25.975s,ERROR
delay(delayBetweenTestSteps),Firefox 68.0,,,2019-09-25 04:45:44,2019-09-25 04:45:47,3.008s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, entryModeCheckBox, delayBetweenTestSteps)",Firefox 68.0,,,2019-09-25 04:45:47,2019-09-25 04:46:21,34.028s,FAILED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-25 04:46:21,2019-09-25 04:46:21,0.274s,PASSED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-25 04:46:21,2019-09-25 04:46:21,0.150s,PASSED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-25 04:46:21,2019-09-25 04:46:21,0.001s,PASSED
