Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
schedulingTask,Firefox 68.0,,,2019-09-25 04:52:08,2019-09-25 04:53:27,1m - 19.266s,INCOMPLETE
,,,,,,,
Test Cases/FirstView/Sale/TC_Sales_001,Firefox 68.0,,,2019-09-25 04:52:09,2019-09-25 04:53:27,1m - 18.699s,ERROR
Start listener action : sampleBeforeTestCase,Firefox 68.0,,,2019-09-25 04:52:09,2019-09-25 04:52:09,0.076s,PASSED
"utilities.SafeActions.openBrowser(URL, [PageLoadTime])",Firefox 68.0,,,2019-09-25 04:52:10,2019-09-25 04:52:18,7.884s,PASSED
delay(delayForElement),Firefox 68.0,,,2019-09-25 04:52:18,2019-09-25 04:52:24,6.061s,PASSED
"utilities.SafeActions.safeSelectOptionInDropDownByVisibleText(findTestObject(""Pages/Sale/dropDown_AccountType""), RetailAccountOption, ""Select by Value"", [25])",Firefox 68.0,,,2019-09-25 04:52:24,2019-09-25 04:52:50,25.859s,ERROR
delay(delayBetweenTestSteps),Firefox 68.0,,,2019-09-25 04:52:50,2019-09-25 04:52:53,3.013s,PASSED
"pages.Sale.verifyIfEntryModeIsChecked(tabName, entryModeCheckBox, delayBetweenTestSteps)",Firefox 68.0,,,2019-09-25 04:52:53,2019-09-25 04:53:27,34.039s,FAILED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-25 04:53:27,2019-09-25 04:53:27,0.372s,PASSED
Start listener action : sampleAfterTestCase,Firefox 68.0,,,2019-09-25 04:53:27,2019-09-25 04:53:27,0.063s,PASSED
